,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_log,LoanAmount_log,Loan_Amount_Term_log
356,LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360.0,1.0,Rural,Y,9.0280988119824,5.111987788356544,5.8888779583328805
357,LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360.0,1.0,Urban,N,8.262558973010657,4.219507705176107,5.8888779583328805
358,LP002158,Male,Yes,0,Not Graduate,No,3000.0,1666.0,100.0,480.0,0.0,Urban,N,8.006700845440367,4.61512051684126,6.175867270105761
359,LP002160,Male,Yes,3,Graduate,No,5167.0,3167.0,200.0,360.0,1.0,Semiurban,Y,8.550241045462437,5.303304908059076,5.8888779583328805
360,LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,360.0,1.0,Semiurban,N,8.460411177317253,4.406719247264253,5.8888779583328805
361,LP002170,Male,Yes,2,Graduate,No,5000.0,3667.0,236.0,360.0,1.0,Semiurban,Y,8.517393171418904,5.4680601411351315,5.8888779583328805
362,LP002175,Male,Yes,0,Graduate,No,4750.0,2333.0,130.0,360.0,1.0,Urban,Y,8.46611040118692,4.875197323201151,5.8888779583328805
363,LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300.0,0.8538239449092382,Urban,Y,8.01102337918644,4.564348191467836,5.707110264748875
364,LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,Y,8.828054536815424,4.955827057601261,5.8888779583328805
365,LP002181,Male,No,0,Not Graduate,No,6216.0,0.0,133.0,360.0,1.0,Rural,N,8.735042754269337,4.897839799950911,5.8888779583328805
366,LP002187,Male,No,0,Graduate,No,2500.0,0.0,96.0,480.0,1.0,Semiurban,N,7.824445930877619,4.574710978503383,6.175867270105761
367,LP002188,Male,No,0,Graduate,No,5124.0,0.0,124.0,348.58217619005563,0.0,Rural,N,8.54188580400661,4.8283137373023015,5.827396567287318
368,LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,1.0,Semiurban,Y,8.752423403865594,5.170483995038151,5.8888779583328805
369,LP002191,Male,Yes,0,Graduate,No,19730.0,5266.0,570.0,360.0,1.0,Rural,N,9.889946281969461,6.3473892096560105,5.8888779583328805
370,LP002194,Female,No,0,Graduate,Yes,15759.0,0.0,55.0,360.0,1.0,Semiurban,Y,9.66523036341187,4.02535169073515,5.8888779583328805
371,LP002197,Male,Yes,2,Graduate,No,5185.0,0.0,155.0,360.0,1.0,Semiurban,Y,8.55371796609861,5.049856007249537,5.8888779583328805
372,LP002201,Male,Yes,2,Graduate,Yes,9323.0,7873.0,380.0,300.0,1.0,Rural,Y,9.140347000155648,5.942799375126701,5.707110264748875
373,LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180.0,0.0,Urban,N,8.027150106832774,4.718498871295094,5.198497031265826
374,LP002209,Female,No,0,Graduate,No,2764.0,1459.0,110.0,360.0,1.0,Urban,Y,7.9247959139564355,4.709530201312334,5.8888779583328805
375,LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180.0,1.0,Urban,Y,8.480114183174816,4.795790545596741,5.198497031265826
376,LP002219,Male,Yes,3,Graduate,No,8750.0,4996.0,130.0,360.0,1.0,Rural,Y,9.076923258535832,4.875197323201151,5.8888779583328805
377,LP002223,Male,Yes,0,Graduate,No,4310.0,0.0,130.0,360.0,0.8507079689347239,Semiurban,Y,8.368925174747135,4.875197323201151,5.8888779583328805
378,LP002224,Male,No,0,Graduate,No,3069.0,0.0,71.0,480.0,1.0,Urban,N,8.029432840581244,4.276666119016055,6.175867270105761
379,LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,Y,8.592671652592143,4.875197323201151,5.8888779583328805
380,LP002226,Male,Yes,0,Graduate,No,3333.0,2500.0,128.0,360.0,1.0,Semiurban,Y,8.111928063310739,4.859812404361672,5.8888779583328805
381,LP002229,Male,No,0,Graduate,No,5941.0,4232.0,296.0,360.0,1.0,Semiurban,Y,8.689801056022553,5.6937321388027,5.8888779583328805
382,LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360.0,1.0,Urban,Y,8.699681400989514,5.056245805348308,5.8888779583328805
383,LP002234,Male,No,0,Graduate,Yes,7167.0,0.0,128.0,360.0,1.0,Urban,Y,8.877381954654766,4.859812404361672,5.8888779583328805
384,LP002236,Male,Yes,2,Graduate,No,4566.0,0.0,100.0,360.0,1.0,Urban,N,8.426611813185,4.61512051684126,5.8888779583328805
385,LP002237,Male,No,1,Graduate,No,3667.0,0.0,113.0,180.0,1.0,Urban,Y,8.207401833376355,4.736198448394496,5.198497031265826
386,LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,Y,7.760893195851024,4.890349128221754,5.8888779583328805
387,LP002243,Male,Yes,0,Not Graduate,No,3010.0,3136.0,135.84924097413386,360.0,0.0,Urban,N,8.010027528481734,4.833134754742715,5.8888779583328805
388,LP002244,Male,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,Y,7.755338812846501,4.919980925828125,5.8888779583328805
389,LP002250,Male,Yes,0,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,Y,8.610501368549889,4.836281906951478,5.8888779583328805
390,LP002255,Male,No,3,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,Y,9.12347443895452,5.225746673713202,5.8888779583328805
391,LP002262,Male,Yes,3,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,Y,9.15957325492253,5.62040086571715,5.8888779583328805
392,LP002263,Male,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,0.8341791251740314,Urban,Y,7.857093864902493,4.795790545596741,5.8888779583328805
393,LP002265,Male,Yes,2,Not Graduate,No,1993.0,1625.0,113.0,180.0,1.0,Semiurban,Y,7.597897950521784,4.736198448394496,5.198497031265826
394,LP002266,Male,Yes,2,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,Y,8.03947991910045,4.736198448394496,5.8888779583328805
395,LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360.0,0.7961019715092085,Semiurban,Y,8.094683648698815,4.912654885736052,5.8888779583328805
396,LP002277,Female,No,0,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,N,8.064950891749143,4.276666119016055,5.8888779583328805
397,LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360.0,1.0,Urban,Y,8.017637159908478,4.564348191467836,5.8888779583328805
398,LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,Y,8.269500767180615,4.700480365792417,5.8888779583328805
399,LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360.0,0.0,Semiurban,N,7.313886831633462,4.6443908991413725,5.8888779583328805
400,LP002288,Male,Yes,2,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,N,7.969011781106478,3.828641396489095,5.198497031265826
401,LP002296,Male,No,0,Not Graduate,No,2755.0,0.0,65.0,300.0,1.0,Rural,N,7.9215356321335495,4.189654742026425,5.707110264748875
402,LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360.0,1.0,Semiurban,Y,7.824445930877619,4.6443908991413725,5.8888779583328805
403,LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,Y,7.582738488914411,3.9889840465642745,5.8888779583328805
404,LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360.0,1.0,Rural,N,8.914894908906568,5.272999558563747,5.8888779583328805
405,LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360.0,1.0,Semiurban,Y,8.422442854870427,4.7535901911063645,5.8888779583328805
406,LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,Y,7.681560362559537,4.7535901911063645,5.8888779583328805
407,LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,Y,7.7025561132685825,4.204692619390966,5.8888779583328805
408,LP002315,Male,Yes,1,Graduate,No,8300.0,0.0,152.0,300.0,0.0,Semiurban,N,9.024131268455035,5.030437921392435,5.707110264748875
409,LP002317,Male,Yes,3,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,N,11.302216779257382,5.8888779583328805,5.8888779583328805
410,LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360.0,1.0,Semiurban,N,8.260492856573185,4.143134726391533,5.8888779583328805
411,LP002319,Male,Yes,0,Graduate,No,6256.0,0.0,160.0,360.0,0.8574155547020985,Urban,Y,8.741456115998364,5.081404364984463,5.8888779583328805
412,LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,Rural,N,8.715552125907816,5.389071729816501,5.8888779583328805
413,LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360.0,1.0,Rural,Y,7.720461694599722,4.709530201312334,5.8888779583328805
414,LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,178.0,360.0,0.0,Semiurban,N,7.673223121121708,5.187385805840755,5.8888779583328805
415,LP002337,Female,No,0,Graduate,No,2995.0,0.0,60.0,360.0,1.0,Urban,Y,8.005033344637111,4.110873864173311,5.8888779583328805
416,LP002341,Female,No,1,Graduate,No,2600.0,0.0,160.0,360.0,1.0,Urban,N,7.8636512654486515,5.081404364984463,5.8888779583328805
417,LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360.0,1.0,Urban,N,7.3783837129967145,5.480638923341991,5.8888779583328805
418,LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,112.0,360.0,1.0,Rural,Y,6.933423025730715,4.727387818712341,5.8888779583328805
419,LP002347,Male,Yes,0,Graduate,No,3246.0,1417.0,138.0,360.0,1.0,Semiurban,Y,8.085486772102845,4.9344739331306915,5.8888779583328805
420,LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360.0,1.0,Rural,Y,8.670772279344538,4.9344739331306915,5.8888779583328805
421,LP002357,Female,No,0,Not Graduate,No,2720.0,0.0,80.0,347.23172568685254,0.0,Urban,N,7.908754738783246,4.394449154672439,5.818991733482253
422,LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360.0,1.0,Urban,Y,7.507141079727608,4.61512051684126,5.8888779583328805
423,LP002362,Male,Yes,1,Graduate,No,7250.0,1667.0,110.0,341.62935435895315,0.0,Urban,N,8.888894669371593,4.709530201312334,5.802372454745226
424,LP002364,Male,Yes,0,Graduate,No,14880.0,0.0,96.0,360.0,1.0,Semiurban,Y,9.60784051043005,4.574710978503383,5.8888779583328805
425,LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,Y,7.888709524182015,4.804021044733257,5.8888779583328805
426,LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360.0,1.0,Rural,N,8.435332164935916,4.406719247264253,5.8888779583328805
427,LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360.0,1.0,Semiurban,Y,8.688790784847216,4.897839799950911,5.8888779583328805
428,LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360.0,1.0,Rural,Y,7.979681302387741,4.477336814478207,5.8888779583328805
429,LP002370,Male,No,0,Not Graduate,No,2717.0,0.0,60.0,180.0,1.0,Urban,Y,7.907651594711089,4.110873864173311,5.198497031265826
430,LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360.0,1.0,Semiurban,Y,9.062420241899561,5.017279836814924,5.8888779583328805
431,LP002379,Male,No,0,Graduate,No,6500.0,0.0,105.0,360.0,0.0,Rural,N,8.77971129020447,4.663439094112067,5.8888779583328805
432,LP002386,Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,Y,9.463198053273784,6.0063531596017325,5.8888779583328805
433,LP002387,Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,360.0,1.0,Semiurban,Y,7.793999089503996,4.969813299576001,5.8888779583328805
434,LP002390,Male,No,0,Graduate,No,3750.0,0.0,100.0,360.0,1.0,Urban,Y,8.229777750081887,4.61512051684126,5.8888779583328805
435,LP002393,Female,Yes,0,Graduate,No,10047.0,0.0,161.36319454584373,240.0,1.0,Semiurban,Y,9.21512888870798,4.877116454808865,5.484796933490655
436,LP002398,Male,No,0,Graduate,No,1926.0,1851.0,50.0,360.0,1.0,Semiurban,Y,7.563719668414366,3.9318256327243257,5.8888779583328805
437,LP002401,Male,Yes,0,Graduate,No,2213.0,1125.0,135.62588178370777,360.0,1.0,Urban,Y,7.7025561132685825,4.815736034140029,5.8888779583328805
438,LP002403,Male,No,0,Graduate,Yes,10416.0,0.0,187.0,360.0,0.0,Urban,N,9.251194365984448,5.236441962829949,5.8888779583328805
439,LP002407,Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360.0,1.0,Rural,Y,8.873888135154973,4.9344739331306915,5.8888779583328805
440,LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,Y,8.205491613120236,5.236441962829949,5.8888779583328805
441,LP002409,Male,Yes,0,Graduate,No,7901.0,1833.0,180.0,360.0,1.0,Rural,Y,8.974871170971337,5.198497031265826,5.8888779583328805
442,LP002418,Male,No,3,Not Graduate,No,4707.0,1993.0,148.0,360.0,1.0,Semiurban,Y,8.457018468380168,5.003946305945459,5.8888779583328805
443,LP002422,Male,No,1,Graduate,No,37719.0,0.0,152.0,360.0,1.0,Semiurban,Y,10.537945736747394,5.030437921392435,5.8888779583328805
444,LP002424,Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300.0,0.8615400831063345,Rural,Y,8.900276348631271,5.170483995038151,5.707110264748875
445,LP002429,Male,Yes,1,Graduate,Yes,3466.0,1210.0,130.0,360.0,1.0,Rural,Y,8.151044945685024,4.875197323201151,5.8888779583328805
446,LP002434,Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360.0,1.0,Rural,Y,8.445267451844648,4.709530201312334,5.8888779583328805
447,LP002435,Male,Yes,0,Graduate,No,3539.0,1376.0,55.0,360.0,1.0,Rural,N,8.17188200612782,4.02535169073515,5.8888779583328805
448,LP002443,Male,Yes,2,Graduate,No,3340.0,1710.0,150.0,360.0,0.0,Rural,N,8.114025442356757,5.017279836814924,5.8888779583328805
449,LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360.0,0.6720683489410418,Semiurban,N,7.926602599181384,5.25227342804663,5.8888779583328805
450,LP002446,Male,Yes,2,Not Graduate,No,2309.0,1255.0,125.0,360.0,0.0,Rural,N,7.745002803515839,4.836281906951478,5.8888779583328805
451,LP002447,Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300.0,0.7799252452090342,Urban,Y,7.580189417944541,4.110873864173311,5.707110264748875
452,LP002448,Male,Yes,0,Graduate,No,3948.0,1733.0,149.0,360.0,0.0,Rural,N,8.28121766128665,5.0106352940962555,5.8888779583328805
453,LP002449,Male,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,Y,7.81762544305337,4.51085950651685,5.198497031265826
454,LP002453,Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360.0,1.0,Semiurban,Y,8.865876285425417,4.442651256490317,5.8888779583328805
455,LP002455,Male,Yes,2,Graduate,No,3859.0,0.0,96.0,360.0,1.0,Semiurban,Y,8.258422462458876,4.574710978503383,5.8888779583328805
456,LP002459,Male,Yes,0,Graduate,No,4301.0,0.0,118.0,360.0,1.0,Urban,Y,8.366835309827675,4.77912349311153,5.8888779583328805
457,LP002467,Male,Yes,0,Graduate,No,3708.0,2569.0,173.0,360.0,1.0,Urban,N,8.21851757748959,5.159055299214529,5.8888779583328805
458,LP002472,Male,No,2,Graduate,No,4354.0,0.0,136.0,360.0,1.0,Rural,Y,8.379079889286603,4.919980925828125,5.8888779583328805
459,LP002473,Male,Yes,0,Graduate,No,8334.0,0.0,160.0,360.0,1.0,Semiurban,N,9.028218795184895,5.081404364984463,5.8888779583328805
460,LP002478,Male,Yes,0,Graduate,Yes,2083.0,4083.0,160.0,360.0,0.8126376066963367,Semiurban,Y,7.642044402873258,5.081404364984463,5.8888779583328805
461,LP002484,Male,Yes,3,Graduate,No,7740.0,0.0,128.0,180.0,1.0,Urban,Y,8.954286157204713,4.859812404361672,5.198497031265826
462,LP002487,Male,Yes,0,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,Y,8.011686729127847,5.0369526024136295,5.8888779583328805
463,LP002489,Female,No,1,Not Graduate,No,5191.0,0.0,132.0,360.0,1.0,Semiurban,Y,8.554874258383926,4.890349128221754,5.8888779583328805
464,LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,N,8.334951631422454,4.59511985013459,5.8888779583328805
465,LP002494,Male,No,0,Graduate,No,6000.0,0.0,140.0,360.0,1.0,Rural,Y,8.699681400989514,4.948759890378168,5.8888779583328805
466,LP002500,Male,Yes,3,Not Graduate,No,2947.0,1664.0,70.0,180.0,0.0,Urban,N,7.988882253309227,4.2626798770413155,5.198497031265826
467,LP002501,Male,Yes,0,Graduate,No,16692.0,0.0,110.0,360.0,1.0,Semiurban,Y,9.722744748855389,4.709530201312334,5.8888779583328805
468,LP002502,Female,Yes,2,Not Graduate,No,210.0,2917.0,98.0,360.0,1.0,Semiurban,Y,5.351858133476067,4.59511985013459,5.8888779583328805
469,LP002505,Male,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,8.374246182096304,4.709530201312334,5.8888779583328805
470,LP002515,Male,Yes,1,Graduate,Yes,3450.0,2079.0,162.0,360.0,1.0,Semiurban,Y,8.146419323098003,5.093750200806762,5.8888779583328805
471,LP002517,Male,Yes,1,Not Graduate,No,2653.0,1500.0,113.0,180.0,0.0,Rural,N,7.8838232148921525,4.736198448394496,5.198497031265826
472,LP002519,Male,Yes,3,Graduate,No,4691.0,0.0,100.0,360.0,1.0,Semiurban,Y,8.453614209773367,4.61512051684126,5.8888779583328805
473,LP002522,Female,No,0,Graduate,Yes,2500.0,0.0,93.0,360.0,0.8113659061551373,Urban,Y,7.824445930877619,4.543294782270004,5.8888779583328805
474,LP002524,Male,No,2,Graduate,No,5532.0,4648.0,162.0,360.0,1.0,Rural,Y,8.618485442898109,5.093750200806762,5.8888779583328805
475,LP002527,Male,Yes,2,Graduate,Yes,16525.0,1014.0,150.0,360.0,1.0,Rural,Y,9.71269017726113,5.017279836814924,5.8888779583328805
476,LP002529,Male,Yes,2,Graduate,No,6700.0,1750.0,230.0,300.0,1.0,Semiurban,Y,8.81001204797317,5.442417710521793,5.707110264748875
477,LP002530,Male,Yes,2,Graduate,No,2873.0,1872.0,132.0,360.0,0.0,Semiurban,N,7.96346006663897,4.890349128221754,5.8888779583328805
478,LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,Y,9.721245992542345,4.465908118654584,5.8888779583328805
479,LP002533,Male,Yes,2,Graduate,No,2947.0,1603.0,144.03520643260606,360.0,1.0,Urban,N,7.988882253309227,4.853658828966792,5.8888779583328805
480,LP002534,Female,No,0,Not Graduate,No,4350.0,0.0,154.0,360.0,1.0,Rural,Y,8.37816098272068,5.043425116919247,5.8888779583328805
481,LP002536,Male,Yes,3,Not Graduate,No,3095.0,0.0,113.0,360.0,1.0,Rural,Y,8.037866234709618,4.736198448394496,5.8888779583328805
482,LP002537,Male,Yes,0,Graduate,No,2083.0,3150.0,128.0,360.0,1.0,Semiurban,Y,7.642044402873258,4.859812404361672,5.8888779583328805
483,LP002541,Male,Yes,0,Graduate,No,10833.0,0.0,234.0,360.0,1.0,Semiurban,Y,9.290444616217844,5.459585514144159,5.8888779583328805
484,LP002543,Male,Yes,2,Graduate,No,8333.0,0.0,246.0,360.0,1.0,Semiurban,Y,9.0280988119824,5.5093883366279774,5.8888779583328805
485,LP002544,Male,Yes,1,Not Graduate,No,1958.0,2436.0,131.0,360.0,1.0,Rural,Y,7.580189417944541,4.882801922586371,5.8888779583328805
486,LP002545,Male,No,2,Graduate,No,3547.0,0.0,80.0,360.0,0.0,Rural,N,8.17413934342947,4.394449154672439,5.8888779583328805
487,LP002547,Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360.0,1.0,Urban,N,9.816512538521721,6.2166061010848646,5.8888779583328805
488,LP002555,Male,Yes,2,Graduate,Yes,4583.0,2083.0,160.0,360.0,1.0,Semiurban,Y,8.430327258394575,5.081404364984463,5.8888779583328805
489,LP002556,Male,No,0,Graduate,No,2435.0,0.0,75.0,360.0,1.0,Urban,N,7.798112628829788,4.330733340286331,5.8888779583328805
490,LP002560,Male,No,0,Not Graduate,No,2699.0,2785.0,96.0,360.0,0.7912518376561053,Semiurban,Y,7.90100705199242,4.574710978503383,5.8888779583328805
491,LP002562,Male,Yes,1,Not Graduate,No,5333.0,1131.0,186.0,360.0,0.8065676504211177,Urban,Y,8.58185670474196,5.231108616854587,5.8888779583328805
492,LP002571,Male,No,0,Not Graduate,No,3691.0,0.0,110.0,360.0,1.0,Rural,Y,8.213923595622743,4.709530201312334,5.8888779583328805
493,LP002582,Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360.0,1.0,Semiurban,Y,9.756378687497916,5.420534999272286,5.8888779583328805
494,LP002585,Male,Yes,0,Graduate,No,3597.0,2157.0,119.0,360.0,0.0,Rural,N,8.188133414510478,4.787491742782046,5.8888779583328805
495,LP002586,Female,Yes,1,Graduate,No,3326.0,913.0,105.0,84.0,1.0,Semiurban,Y,8.109826276018477,4.663439094112067,4.442651256490317
496,LP002587,Male,Yes,0,Not Graduate,No,2600.0,1700.0,107.0,360.0,1.0,Rural,Y,7.8636512654486515,4.68213122712422,5.8888779583328805
497,LP002588,Male,Yes,0,Graduate,No,4625.0,2857.0,111.0,12.0,0.8697496743210331,Urban,Y,8.439447842791385,4.718498871295094,2.5649493574615367
498,LP002600,Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360.0,1.0,Semiurban,Y,7.971085753505607,4.564348191467836,5.8888779583328805
499,LP002602,Male,No,0,Graduate,No,6283.0,4416.0,209.0,360.0,0.0,Rural,N,8.745761999375512,5.3471075307174685,5.8888779583328805
500,LP002603,Female,No,0,Graduate,No,645.0,3683.0,113.0,480.0,1.0,Rural,Y,6.470799503782602,4.736198448394496,6.175867270105761
501,LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360.0,1.0,Semiurban,Y,8.058327306580958,4.61512051684126,5.8888779583328805
502,LP002615,Male,Yes,2,Graduate,No,4865.0,5624.0,208.0,360.0,1.0,Semiurban,Y,8.490027523343468,5.342334251964811,5.8888779583328805
503,LP002618,Male,Yes,1,Not Graduate,No,4050.0,5302.0,138.0,360.0,0.7097204759973805,Rural,N,8.30671904320269,4.9344739331306915,5.8888779583328805
504,LP002619,Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300.0,1.0,Semiurban,Y,8.246695943718557,4.8283137373023015,5.707110264748875
505,LP002622,Male,Yes,2,Graduate,No,3510.0,4416.0,243.0,360.0,1.0,Rural,Y,8.163656176168432,5.497168225293202,5.8888779583328805
506,LP002624,Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360.0,0.8793225136991423,Urban,Y,9.944341546544393,6.175867270105761,5.8888779583328805
507,LP002625,Male,No,0,Graduate,No,3583.0,0.0,96.0,360.0,1.0,Urban,N,8.18423477409482,4.574710978503383,5.8888779583328805
508,LP002626,Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360.0,1.0,Urban,Y,7.8160138391590275,5.241747015059643,5.8888779583328805
509,LP002634,Female,No,1,Graduate,No,13262.0,0.0,40.0,360.0,1.0,Urban,Y,9.492733482494353,3.713572066704308,5.8888779583328805
510,LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,N,8.188411308079031,4.61512051684126,5.8888779583328805
511,LP002640,Male,Yes,1,Graduate,No,6065.0,2004.0,250.0,360.0,1.0,Semiurban,Y,8.710454688248527,5.5254529391317835,5.8888779583328805
512,LP002643,Male,Yes,2,Graduate,No,3283.0,2035.0,148.0,360.0,1.0,Urban,Y,8.096817470572319,5.003946305945459,5.8888779583328805
513,LP002648,Male,Yes,0,Graduate,No,2130.0,6666.0,70.0,180.0,1.0,Semiurban,N,7.664346632098617,4.2626798770413155,5.198497031265826
514,LP002652,Male,No,0,Graduate,No,5815.0,3666.0,311.0,360.0,1.0,Rural,N,8.668368019213355,5.7430031878094825,5.8888779583328805
515,LP002659,Male,Yes,3,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,Y,8.151044945685024,5.017279836814924,5.8888779583328805
516,LP002670,Female,Yes,2,Graduate,No,2031.0,1632.0,113.0,480.0,1.0,Semiurban,Y,7.616775808698373,4.736198448394496,6.175867270105761
517,LP002682,Male,Yes,0,Not Graduate,No,3074.0,1800.0,123.0,360.0,0.0,Semiurban,N,8.031060180240619,4.820281565605037,5.8888779583328805
518,LP002683,Male,No,0,Graduate,No,4683.0,1915.0,185.0,360.0,1.0,Semiurban,N,8.451907724717607,5.225746673713202,5.8888779583328805
519,LP002684,Female,No,0,Not Graduate,No,3400.0,0.0,95.0,360.0,1.0,Rural,N,8.131824785007195,4.564348191467836,5.8888779583328805
520,LP002689,Male,Yes,2,Not Graduate,No,2192.0,1742.0,45.0,360.0,1.0,Semiurban,Y,7.693025748417888,3.828641396489095,5.8888779583328805
521,LP002690,Male,No,0,Graduate,No,2500.0,0.0,55.0,360.0,1.0,Semiurban,Y,7.824445930877619,4.02535169073515,5.8888779583328805
522,LP002692,Male,Yes,3,Graduate,Yes,5677.0,1424.0,100.0,360.0,1.0,Rural,Y,8.644354337032917,4.61512051684126,5.8888779583328805
523,LP002693,Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360.0,1.0,Rural,Y,8.980801413573113,6.175867270105761,5.8888779583328805
524,LP002697,Male,No,0,Graduate,No,4680.0,2087.0,145.3573718517148,360.0,1.0,Semiurban,N,8.45126704130007,4.857589613878579,5.8888779583328805
525,LP002699,Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360.0,1.0,Rural,Y,9.770013301136158,5.993961427306569,5.8888779583328805
526,LP002705,Male,Yes,0,Graduate,No,3775.0,0.0,110.0,360.0,1.0,Semiurban,Y,8.236420527265391,4.709530201312334,5.8888779583328805
527,LP002706,Male,Yes,1,Not Graduate,No,5285.0,1430.0,161.0,360.0,0.0,Semiurban,Y,8.572817095164234,5.087596335232384,5.8888779583328805
528,LP002714,Male,No,1,Not Graduate,No,2679.0,1302.0,94.0,360.0,1.0,Semiurban,Y,7.893572073504902,4.553876891600541,5.8888779583328805
529,LP002716,Male,No,0,Not Graduate,No,6783.0,0.0,130.0,360.0,1.0,Semiurban,Y,8.822322177471738,4.875197323201151,5.8888779583328805
530,LP002717,Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360.0,0.7673803034246491,Rural,Y,6.933423025730715,5.37989735354046,5.8888779583328805
531,LP002720,Male,Yes,3,Graduate,No,4281.0,0.0,100.0,360.0,1.0,Urban,Y,8.362175469149628,4.61512051684126,5.8888779583328805
532,LP002723,Male,No,2,Graduate,No,3588.0,0.0,110.0,360.0,0.0,Rural,N,8.185628891147607,4.709530201312334,5.8888779583328805
533,LP002729,Male,No,1,Graduate,No,11250.0,0.0,196.0,360.0,0.7524683458307969,Semiurban,N,9.328212292571072,5.2832037287379885,5.8888779583328805
